ENTITY ID | FRIENDLY NAME
sensor.drivedot_2156_70fa_signalstarke | Signalstärke
sensor.drivedot_2156_70fa_leistung | Leistung
sensor.drivedot_2156_70fa_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_2156_70fa_hersteller | Hersteller
device_tracker.drivedot_4857_4ada | Unknown
sensor.drivedot_4857_4ada_signalstarke | Signalstärke
sensor.drivedot_4857_4ada_leistung | Leistung
sensor.drivedot_4857_4ada_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_4857_4ada_hersteller | Hersteller
device_tracker.drivedot_0862_4069 | Unknown
sensor.drivedot_0862_4069_signalstarke | Signalstärke
sensor.drivedot_0862_4069_leistung | Leistung
sensor.drivedot_0862_4069_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_0862_4069_hersteller | Hersteller
device_tracker.drivedot_9950_2160 | Unknown
sensor.drivedot_9950_2160_signalstarke | Signalstärke
sensor.drivedot_9950_2160_leistung | Leistung
sensor.drivedot_9950_2160_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_9950_2160_hersteller | Hersteller
device_tracker.nio_key_7883_41fb | Unknown
sensor.nio_key_7883_41fb_signalstarke | Signalstärke
sensor.nio_key_7883_41fb_leistung | Leistung
sensor.nio_key_7883_41fb_geschatzte_entfernung | Geschätzte Entfernung
sensor.nio_key_7883_41fb_hersteller | Hersteller
device_tracker.niukqi_e5e4 | Unknown
sensor.niukqi_e5e4_signalstarke | Signalstärke
sensor.niukqi_e5e4_leistung | Leistung
sensor.niukqi_e5e4_geschatzte_entfernung | Geschätzte Entfernung
sensor.niukqi_e5e4_hersteller | Hersteller
automation.rollladen_computer_offnen_bei_20degc | Rollladen Computer – Öffnen bei >20°C (device_id)
device_tracker.dp_2_0_tovjt112744_5c7a | Unknown
sensor.dp_2_0_tovjt112744_5c7a_signalstarke | Signalstärke
sensor.dp_2_0_tovjt112744_5c7a_leistung | Leistung
sensor.dp_2_0_tovjt112744_5c7a_geschatzte_entfernung | Geschätzte Entfernung
sensor.dp_2_0_tovjt112744_5c7a_hersteller | Hersteller
device_tracker.wsbc018413644s_7ed2 | Unknown
sensor.wsbc018413644s_7ed2_signalstarke | Signalstärke
sensor.wsbc018413644s_7ed2_leistung | Leistung
sensor.wsbc018413644s_7ed2_geschatzte_entfernung | Geschätzte Entfernung
sensor.wsbc018413644s_7ed2_hersteller | Hersteller
device_tracker.ooono2 | Unknown
sensor.ooono2_signalstarke | Signalstärke
sensor.ooono2_leistung | Leistung
sensor.ooono2_geschatzte_entfernung | Geschätzte Entfernung
sensor.ooono2_hersteller | Hersteller
device_tracker.dp_2_1_togkx336281_a46a | Unknown
sensor.dp_2_1_togkx336281_a46a_signalstarke | Signalstärke
sensor.dp_2_1_togkx336281_a46a_leistung | Leistung
sensor.dp_2_1_togkx336281_a46a_geschatzte_entfernung | Geschätzte Entfernung
sensor.dp_2_1_togkx336281_a46a_hersteller | Hersteller
device_tracker.drivedot_6462_e7f3 | Unknown
sensor.drivedot_6462_e7f3_signalstarke | Signalstärke
sensor.drivedot_6462_e7f3_leistung | Leistung
sensor.drivedot_6462_e7f3_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_6462_e7f3_hersteller | Hersteller
device_tracker.drivedot_6401_3da7 | Unknown
sensor.drivedot_6401_3da7_signalstarke | Signalstärke
sensor.drivedot_6401_3da7_leistung | Leistung
sensor.drivedot_6401_3da7_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_6401_3da7_hersteller | Hersteller
device_tracker.drivedot_6021_c28a | Unknown
sensor.drivedot_6021_c28a_signalstarke | Signalstärke
sensor.drivedot_6021_c28a_leistung | Leistung
sensor.drivedot_6021_c28a_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_6021_c28a_hersteller | Hersteller
device_tracker.smartvehicle975_afc0 | Unknown
sensor.smartvehicle975_afc0_signalstarke | Signalstärke
sensor.smartvehicle975_afc0_leistung | Leistung
sensor.smartvehicle975_afc0_geschatzte_entfernung | Geschätzte Entfernung
sensor.smartvehicle975_afc0_hersteller | Hersteller
device_tracker.drivedot_2000_f82e | Unknown
sensor.drivedot_2000_f82e_signalstarke | Signalstärke
sensor.drivedot_2000_f82e_leistung | Leistung
sensor.drivedot_2000_f82e_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_2000_f82e_hersteller | Hersteller
device_tracker.drivedot_1583_1533 | Unknown
sensor.drivedot_1583_1533_signalstarke | Signalstärke
sensor.drivedot_1583_1533_leistung | Leistung
sensor.drivedot_1583_1533_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_1583_1533_hersteller | Hersteller
device_tracker.drivedot_1305_b4a1 | Unknown
sensor.drivedot_1305_b4a1_signalstarke | Signalstärke
sensor.drivedot_1305_b4a1_leistung | Leistung
sensor.drivedot_1305_b4a1_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_1305_b4a1_hersteller | Hersteller
automation.zocken_blenden | Zocken blenden
device_tracker.drivedot_6424_2664 | Unknown
sensor.drivedot_6424_2664_signalstarke | Signalstärke
sensor.drivedot_6424_2664_leistung | Leistung
sensor.drivedot_6424_2664_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_6424_2664_hersteller | Hersteller
automation.licht_an_15lx | Licht an 15lx - Low Light Ambient
input_select.ambient_modus | Ambient Modus
script.ambient_feuerlicht_warm_flicker | Ambient - Feuerlicht Warm Flicker
script.ambient_velvet_rainbow | Ambient - Velvet Rainbow
device_tracker.drivedot_5815_b528 | Unknown
sensor.drivedot_5815_b528_signalstarke | Signalstärke
sensor.drivedot_5815_b528_leistung | Leistung
sensor.drivedot_5815_b528_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_5815_b528_hersteller | Hersteller
device_tracker.wsbc018402724u_c2be | Unknown
sensor.wsbc018402724u_c2be_signalstarke | Signalstärke
sensor.wsbc018402724u_c2be_leistung | Leistung
sensor.wsbc018402724u_c2be_geschatzte_entfernung | Geschätzte Entfernung
sensor.wsbc018402724u_c2be_hersteller | Hersteller
device_tracker.drivedot_3879_45dc | Unknown
sensor.drivedot_3879_45dc_signalstarke | Signalstärke
sensor.drivedot_3879_45dc_leistung | Leistung
sensor.drivedot_3879_45dc_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_3879_45dc_hersteller | Hersteller
automation.schlafen_gehen_arbeit_licht_aus | Schlafen gehen Arbeit Licht aus
automation.aufstehen_arbeit_anaus | Aufstehen Arbeit ANaus
binary_sensor.spotify_connect_aktiv | Aktiv
sensor.spotify_connect_version | Version
sensor.spotify_connect_neueste_version | Neueste Version
sensor.spotify_connect_cpu_prozent | CPU Prozent
sensor.spotify_connect_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
update.spotify_connect_update | Update
binary_sensor.adguard_home_aktiv | Aktiv
sensor.adguard_home_version | Version
sensor.adguard_home_neueste_version | Neueste Version
sensor.adguard_home_cpu_prozent | CPU Prozent
sensor.adguard_home_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
update.adguard_home_update | Update
binary_sensor.grafana_aktiv | Aktiv
binary_sensor.appdaemon_aktiv | Aktiv
binary_sensor.wireguard_aktiv | Aktiv
binary_sensor.sqlite_web_aktiv | Aktiv
binary_sensor.plex_media_server_aktiv | Aktiv
binary_sensor.music_assistant_server_aktiv | Aktiv
binary_sensor.glances_aktiv | Aktiv
binary_sensor.grocy_aktiv | Aktiv
sensor.grafana_version | Version
sensor.grafana_neueste_version | Neueste Version
sensor.grafana_cpu_prozent | CPU Prozent
sensor.grafana_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
sensor.appdaemon_version | Version
sensor.appdaemon_neueste_version | Neueste Version
sensor.appdaemon_cpu_prozent | CPU Prozent
sensor.appdaemon_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
sensor.wireguard_version | Version
sensor.wireguard_neueste_version | Neueste Version
sensor.wireguard_cpu_prozent | CPU Prozent
sensor.wireguard_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
sensor.sqlite_web_version | Version
sensor.sqlite_web_neueste_version | Neueste Version
sensor.sqlite_web_cpu_prozent | CPU Prozent
sensor.sqlite_web_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
sensor.plex_media_server_version | Version
sensor.plex_media_server_neueste_version | Neueste Version
sensor.plex_media_server_cpu_prozent | CPU Prozent
sensor.plex_media_server_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
sensor.music_assistant_server_version | Version
sensor.music_assistant_server_neueste_version | Neueste Version
sensor.music_assistant_server_cpu_prozent | CPU Prozent
sensor.music_assistant_server_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
sensor.glances_version | Version
sensor.glances_neueste_version | Neueste Version
sensor.glances_cpu_prozent | CPU Prozent
sensor.glances_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
sensor.grocy_version | Version
sensor.grocy_neueste_version | Neueste Version
sensor.grocy_cpu_prozent | CPU Prozent
sensor.grocy_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
update.grafana_update | Update
update.appdaemon_update | Update
update.wireguard_update | Update
update.sqlite_web_update | Update
update.plex_media_server_update | Update
update.music_assistant_server_update | Update
update.glances_update | Update
update.grocy_update | Update
binary_sensor.node_red_aktiv | Aktiv
sensor.node_red_version | Version
sensor.node_red_neueste_version | Neueste Version
sensor.node_red_cpu_prozent | CPU Prozent
sensor.node_red_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
update.node_red_update | Update
device_tracker.drivedot_0283_6bb3 | Unknown
sensor.drivedot_0283_6bb3_signalstarke | Signalstärke
sensor.drivedot_0283_6bb3_leistung | Leistung
sensor.drivedot_0283_6bb3_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_0283_6bb3_hersteller | Hersteller
device_tracker.dp_2_1_toglx043129_cd29 | Unknown
sensor.dp_2_1_toglx043129_cd29_signalstarke | Signalstärke
sensor.dp_2_1_toglx043129_cd29_leistung | Leistung
sensor.dp_2_1_toglx043129_cd29_geschatzte_entfernung | Geschätzte Entfernung
sensor.dp_2_1_toglx043129_cd29_hersteller | Hersteller
device_tracker.care_d6f9 | Unknown
sensor.care_d6f9_signalstarke | Signalstärke
sensor.care_d6f9_leistung | Leistung
sensor.care_d6f9_geschatzte_entfernung | Geschätzte Entfernung
sensor.care_d6f9_hersteller | Hersteller
device_tracker.smartvehicle975_ed64 | Unknown
sensor.smartvehicle975_ed64_signalstarke | Signalstärke
sensor.smartvehicle975_ed64_leistung | Leistung
sensor.smartvehicle975_ed64_geschatzte_entfernung | Geschätzte Entfernung
sensor.smartvehicle975_ed64_hersteller | Hersteller
device_tracker.drivedot_7179_734e | Unknown
sensor.drivedot_7179_734e_signalstarke | Signalstärke
sensor.drivedot_7179_734e_leistung | Leistung
sensor.drivedot_7179_734e_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_7179_734e_hersteller | Hersteller
sensor.openweathermap_wind_gust | Windböengeschwindigkeit
switch.adguard_home_schutz | Schutz
switch.adguard_home_jugendschutz | Jugendschutz
switch.adguard_home_sichere_suche | Sichere Suche
switch.adguard_home_safe_browsing | Safe Browsing
switch.adguard_home_filterung | Filterung
switch.adguard_home_abfrageprotokoll | Abfrageprotokoll
sensor.adguard_home_blockierte_dns_abfragen | Blockierte DNS-Abfragen
sensor.adguard_home_anteil_blockierter_dns_abfragen | Anteil blockierter DNS-Abfragen
sensor.adguard_home_dns_abfragen | DNS-Abfragen
sensor.adguard_home_durch_jugendschutz_blockiert | Durch Jugendschutz blockiert
sensor.adguard_home_anzahl_regeln | Anzahl Regeln
sensor.adguard_home_durch_safe_browsing_blockiert | Durch Safe Browsing blockiert
sensor.adguard_home_sichere_suchvorgange_erzwungen | Sichere Suchvorgänge erzwungen
sensor.adguard_home_durchschnittliche_verarbeitungsgeschwindigkeit | Durchschnittliche Verarbeitungsgeschwindigkeit
ai_task.openai_ai_task_3 | Unknown
conversation.openai_conversation_3 | Unknown
conversation.claude_conversation | Unknown
input_button.ai_testmodus | AI Testmodus
input_boolean.ai_testmodus | AI Testmodus
update.hacs_update | HACS update
update.extended_openai_conversation_update | extended_openai_conversation update
update.ai_agent_ha_update | AI Agent HA update
update.local_tuya_update | Local Tuya update
binary_sensor.get_hacs_aktiv | Aktiv
sensor.get_hacs_version | Version
sensor.get_hacs_neueste_version | Neueste Version
sensor.get_hacs_cpu_prozent | CPU Prozent
sensor.get_hacs_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
update.get_hacs_update | Update
update.better_thermostat_update | Better Thermostat update
update.battery_state_card_entity_row_update | Battery State Card / Entity Row update
switch.extended_openai_conversation_pre_release | Pre-release
switch.ai_agent_ha_pre_release | Pre-release
switch.local_tuya_pre_release | Pre-release
switch.hacs_pre_release | Pre-release
switch.battery_state_card_entity_row_pre_release | Pre-release
switch.better_thermostat_pre_release | Pre-release
update.openai_whisper_cloud_update | OpenAI Whisper Cloud update
update.openai_whisper_api_update | OpenAI Whisper API update
update.pipeless_agents_update | Pipeless Agents update
switch.pipeless_agents_pre_release | Pre-release
switch.openai_whisper_cloud_pre_release | Pre-release
switch.openai_whisper_api_pre_release | Pre-release
stt.openai_whisper | OpenAI Whisper
ai_task.openai_ai_task | Unknown
conversation.openai_conversation | Unknown
update.ai_automation_suggester_update | AI Automation Suggester update
switch.ai_automation_suggester_pre_release | Pre-release
script.cover_fahre_zeitbasiert | Cover - Fahre Zeitbasiert
script.ventilator_wintermodus_low | Ventilator - Wintermodus Low
device_tracker.drivedot_5568_971e | Unknown
sensor.drivedot_5568_971e_signalstarke | Signalstärke
sensor.drivedot_5568_971e_leistung | Leistung
sensor.drivedot_5568_971e_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_5568_971e_hersteller | Hersteller
device_tracker.brt_data_22cd | Unknown
sensor.brt_data_22cd_signalstarke | Signalstärke
sensor.brt_data_22cd_leistung | Leistung
sensor.brt_data_22cd_geschatzte_entfernung | Geschätzte Entfernung
sensor.brt_data_22cd_hersteller | Hersteller
device_tracker.wsbc023030809t_3699 | Unknown
sensor.wsbc023030809t_3699_signalstarke | Signalstärke
sensor.wsbc023030809t_3699_leistung | Leistung
sensor.wsbc023030809t_3699_geschatzte_entfernung | Geschätzte Entfernung
sensor.wsbc023030809t_3699_hersteller | Hersteller
device_tracker.drivedot_3004_ac36 | Unknown
sensor.drivedot_3004_ac36_signalstarke | Signalstärke
sensor.drivedot_3004_ac36_leistung | Leistung
sensor.drivedot_3004_ac36_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_3004_ac36_hersteller | Hersteller
device_tracker.drivedot_9763_f97a | Unknown
sensor.drivedot_9763_f97a_signalstarke | Signalstärke
sensor.drivedot_9763_f97a_leistung | Leistung
sensor.drivedot_9763_f97a_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_9763_f97a_hersteller | Hersteller
device_tracker.brt_data_ffff | Unknown
sensor.brt_data_ffff_signalstarke | Signalstärke
sensor.brt_data_ffff_leistung | Leistung
sensor.brt_data_ffff_geschatzte_entfernung | Geschätzte Entfernung
sensor.brt_data_ffff_hersteller | Hersteller
device_tracker.drivedot_2493_485f | Unknown
sensor.drivedot_2493_485f_signalstarke | Signalstärke
sensor.drivedot_2493_485f_leistung | Leistung
sensor.drivedot_2493_485f_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_2493_485f_hersteller | Hersteller
device_tracker.drivedot_2910_9bee | Unknown
sensor.drivedot_2910_9bee_signalstarke | Signalstärke
sensor.drivedot_2910_9bee_leistung | Leistung
sensor.drivedot_2910_9bee_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_2910_9bee_hersteller | Hersteller
device_tracker.drivedot_3924_f75f | Unknown
sensor.drivedot_3924_f75f_signalstarke | Signalstärke
sensor.drivedot_3924_f75f_leistung | Leistung
sensor.drivedot_3924_f75f_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_3924_f75f_hersteller | Hersteller
device_tracker.drivedot_7843_4fa3 | Unknown
sensor.drivedot_7843_4fa3_signalstarke | Signalstärke
sensor.drivedot_7843_4fa3_leistung | Leistung
sensor.drivedot_7843_4fa3_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_7843_4fa3_hersteller | Hersteller
event.sbht_003c_7ff9_button | Button
automation.bett_licht_aus | Bett Licht aus
automation.licht_aus_kuche | Licht aus Küche
device_tracker.wlan0_5 | wlan0
device_tracker.wlan0_6 | wlan0
switch.wlan0_internet_access_5 | wlan0 Internet Access
switch.wlan0_internet_access_6 | wlan0 Internet Access
light.schlafzimmer_licht | Schlafzimmer Licht
automation.schlafzimmer_wecker_lichtrampe_werktage_04_30_05_00 | Schlafzimmer – Wecker-Lichtrampe (Werktage 04:30→05:00)
automation.schlafzimmer_wecker_lichtrampe_mo_fr_04_30_05_00 | Schlafzimmer – Wecker-Lichtrampe (Mo–Fr 04:30→05:00)
automation.schlafzimmer_wecker_lichtrampe_mo_fr_emuliert | Schlafzimmer – Wecker-Lichtrampe (Mo–Fr, emuliert)
sensor.smartthings_motionv5_rssi | RSSI
sensor.smartthings_motionv5_lqi | LQI
binary_sensor.motion_sensor_schlafzimmer | Unknown
sensor.motion_sensor_schlafzimmer_batterie | Batterie
binary_sensor.motion_sensor_schlafzimmer_binarer_eingang | Binärer Eingang
update.motion_sensor_schlafzimmer_firmware | Firmware
button.motion_sensor_schlafzimmer_identifizieren | Identifizieren
sensor.motion_sensor_schlafzimmer_temperatur | Temperatur
zone.arbeit | Arbeit
binary_sensor.aktivkohle_cloud_verbindung | Cloud-Verbindung
binary_sensor.aktivkohle_uberhitzt | Überhitzt
button.aktivkohle_neu_starten | Neu starten
number.aktivkohle_ausschalten_in | Ausschalten in
sensor.aktivkohle_signalpegel | Signalpegel
sensor.aktivkohle_signalstarke | Signalstärke
sensor.aktivkohle_ssid | SSID
sensor.aktivkohle_ein_seit | Ein seit
sensor.aktivkohle_gerateuhrzeit | Geräteuhrzeit
sensor.aktivkohle_automatische_abschaltung_um | Automatische Abschaltung um
switch.aktivkohle_2 | Mutterplanze Steckdose
switch.aktivkohle_automatische_abschaltung_aktiviert | Automatische Abschaltung aktiviert
switch.aktivkohle_led | LED
device_tracker.drivedot_9665_b8d2 | Unknown
sensor.drivedot_9665_b8d2_signalstarke | Signalstärke
sensor.drivedot_9665_b8d2_leistung | Leistung
sensor.drivedot_9665_b8d2_geschatzte_entfernung | Geschätzte Entfernung
sensor.drivedot_9665_b8d2_hersteller | Hersteller
sensor.hobeian_zg_303z_rssi | RSSI
sensor.hobeian_zg_303z_lqi | LQI
sensor.cannabis_feuchtigkeit_links_batterie | Batterie
button.cannabis_feuchtigkeit_links_identifizieren | Identifizieren
sensor.cannabis_feuchtigkeit_links_luftfeuchtigkeit | Luftfeuchtigkeit
sensor.cannabis_feuchtigkeit_links_temperatur | Temperatur
sensor.hobeian_zg_303z_rssi_2 | RSSI
sensor.hobeian_zg_303z_lqi_2 | LQI
sensor.cannabis_mitte_batterie | Batterie
button.cannabis_mitte_identifizieren | Identifizieren
sensor.cannabis_mitte_luftfeuchtigkeit | Luftfeuchtigkeit
sensor.cannabis_mitte_temperatur | Temperatur
update.zha_toolkit_service_for_advanced_zigbee_usage_update | 🧰 ZHA Toolkit - Service for advanced Zigbee Usage update
switch.zha_toolkit_service_for_advanced_zigbee_usage_pre_release | Pre-release
switch.fritz_box_6690_cable_port_forward_53 | FRITZ!Box 6690 Cable Port forward 53
button.hobeian_zg_303z_identifizieren | Identifizieren
sensor.hobeian_zg_303z_batterie | Batterie
sensor.hobeian_zg_303z_temperatur | Temperatur
sensor.hobeian_zg_303z_rssi_3 | RSSI
sensor.hobeian_zg_303z_lqi_3 | LQI
sensor.hobeian_zg_303z_luftfeuchtigkeit | Luftfeuchtigkeit
device_tracker.l900_6 | L900
switch.l900_internet_access_6 | L900 Internet Access
sensor.tze284_iadro9bf_ts0601_rssi | RSSI
sensor.tze284_iadro9bf_ts0601_lqi | LQI
update.radarsensor_bad_firmware | Firmware
binary_sensor.openthread_border_router_aktiv | Aktiv
sensor.openthread_border_router_version | Version
sensor.openthread_border_router_neueste_version | Neueste Version
sensor.openthread_border_router_cpu_prozent | CPU Prozent
sensor.openthread_border_router_arbeitsspeicher_in_prozent | Arbeitsspeicher in Prozent
update.openthread_border_router_update | Update
device_tracker.reidhomeassistant | reidhomeassistant
switch.reidhomeassistant_internet_access | reidhomeassistant Internet Access
device_tracker.22101316ug | 22101316UG
sensor.22101316ug_detected_activity | 22101316UG Detected activity
sensor.22101316ug_sleep_confidence | 22101316UG Sleep confidence
sensor.22101316ug_sleep_segment | 22101316UG Sleep segment
binary_sensor.22101316ug_android_auto | 22101316UG Android Auto
sensor.22101316ug_os_version | 22101316UG OS version
sensor.22101316ug_security_patch | 22101316UG Security patch
sensor.22101316ug_current_version | 22101316UG Current version
sensor.22101316ug_app_rx_gb | 22101316UG App Rx GB
sensor.22101316ug_app_tx_gb | 22101316UG App Tx GB
sensor.22101316ug_app_memory | 22101316UG App memory
binary_sensor.22101316ug_app_inactive | 22101316UG App inactive
sensor.22101316ug_app_standby_bucket | 22101316UG App standby bucket
sensor.22101316ug_app_importance | 22101316UG App importance
sensor.22101316ug_ringer_mode | 22101316UG Ringer mode
sensor.22101316ug_audio_mode | 22101316UG Audio mode
binary_sensor.22101316ug_headphones | 22101316UG Headphones
binary_sensor.22101316ug_mic_muted | 22101316UG Mic muted
binary_sensor.22101316ug_speakerphone | 22101316UG Speakerphone
binary_sensor.22101316ug_music_active | 22101316UG Music active
sensor.22101316ug_volume_level_alarm | 22101316UG Volume level alarm
sensor.22101316ug_volume_level_call | 22101316UG Volume level call
sensor.22101316ug_volume_level_music | 22101316UG Volume level music
sensor.22101316ug_volume_level_ringer | 22101316UG Volume level ringer
sensor.22101316ug_volume_level_notification | 22101316UG Volume level notification
sensor.22101316ug_volume_level_system | 22101316UG Volume level system
sensor.22101316ug_volume_level_dtmf | 22101316UG Volume level DTMF
sensor.22101316ug_volume_level_accessibility | 22101316UG Volume level accessibility
sensor.22101316ug_battery_level | 22101316UG Battery level
sensor.22101316ug_battery_state | 22101316UG Battery state
binary_sensor.22101316ug_is_charging | 22101316UG Is charging
sensor.22101316ug_charger_type | 22101316UG Charger type
sensor.22101316ug_battery_health | 22101316UG Battery health
sensor.22101316ug_battery_temperature | 22101316UG Battery temperature
sensor.22101316ug_battery_power | 22101316UG Battery power
sensor.22101316ug_remaining_charge_time | 22101316UG Remaining charge time
sensor.22101316ug_battery_cycle_count | 22101316UG Battery cycle count
sensor.22101316ug_bluetooth_connection | 22101316UG Bluetooth connection
binary_sensor.22101316ug_bluetooth_state | 22101316UG Bluetooth state
sensor.22101316ug_ble_transmitter | 22101316UG BLE transmitter
sensor.22101316ug_beacon_monitor | 22101316UG Beacon monitor
sensor.22101316ug_car_battery | 22101316UG Car battery
sensor.22101316ug_car_name | 22101316UG Car name
sensor.22101316ug_car_charging_status | 22101316UG Car charging status
sensor.22101316ug_car_ev_connector_type | 22101316UG Car EV connector type
sensor.22101316ug_car_fuel | 22101316UG Car fuel
sensor.22101316ug_car_fuel_type | 22101316UG Car fuel type
sensor.22101316ug_car_odometer | 22101316UG Car odometer
sensor.22101316ug_car_speed | 22101316UG Car speed
sensor.22101316ug_car_range_remaining | 22101316UG Car range remaining
sensor.22101316ug_screen_brightness | 22101316UG Screen brightness
sensor.22101316ug_screen_off_timeout | 22101316UG Screen off timeout
sensor.22101316ug_screen_orientation | 22101316UG Screen orientation
sensor.22101316ug_screen_rotation | 22101316UG Screen rotation
sensor.22101316ug_do_not_disturb_sensor | 22101316UG Do Not Disturb sensor
sensor.22101316ug_accent_color | 22101316UG Accent color
binary_sensor.22101316ug_work_profile | 22101316UG Work profile
sensor.22101316ug_geocoded_location | 22101316UG Geocoded location
sensor.22101316ug_active_calories_burned | 22101316UG Active calories burned
sensor.22101316ug_blood_glucose | 22101316UG Blood glucose
sensor.22101316ug_body_fat | 22101316UG Body fat
sensor.22101316ug_diastolic_blood_pressure | 22101316UG Diastolic blood pressure
sensor.22101316ug_daily_distance | 22101316UG Daily distance
sensor.22101316ug_daily_elevation_gained | 22101316UG Daily elevation gained
sensor.22101316ug_daily_floors | 22101316UG Daily floors
sensor.22101316ug_heart_rate | 22101316UG Heart rate
sensor.22101316ug_heart_rate_variability | 22101316UG Heart rate variability
sensor.22101316ug_oxygen_saturation | 22101316UG Oxygen saturation
sensor.22101316ug_respiratory_rate | 22101316UG Respiratory rate
sensor.22101316ug_resting_heart_rate | 22101316UG Resting heart rate
sensor.22101316ug_sleep_duration | 22101316UG Sleep duration
sensor.22101316ug_daily_steps | 22101316UG Daily steps
sensor.22101316ug_systolic_blood_pressure | 22101316UG Systolic blood pressure
sensor.22101316ug_total_calories_burned | 22101316UG Total calories burned
sensor.22101316ug_vo2_max | 22101316UG VO2 max
sensor.22101316ug_weight | 22101316UG Weight
binary_sensor.22101316ug_device_locked | 22101316UG Device locked
binary_sensor.22101316ug_device_secure | 22101316UG Device secure
binary_sensor.22101316ug_keyguard_locked | 22101316UG Keyguard locked
binary_sensor.22101316ug_keyguard_secure | 22101316UG Keyguard secure
sensor.22101316ug_last_used_app | 22101316UG Last used app
sensor.22101316ug_last_reboot | 22101316UG Last reboot
sensor.22101316ug_last_update_trigger | 22101316UG Last update trigger
sensor.22101316ug_light_sensor | 22101316UG Light sensor
binary_sensor.22101316ug_high_accuracy_mode | 22101316UG High accuracy mode
sensor.22101316ug_high_accuracy_update_interval | 22101316UG High accuracy update interval
binary_sensor.22101316ug_mobile_data | 22101316UG Mobile data
binary_sensor.22101316ug_mobile_data_roaming | 22101316UG Mobile data roaming
sensor.22101316ug_wi_fi_connection | 22101316UG Wi-Fi connection
sensor.22101316ug_wi_fi_bssid | 22101316UG Wi-Fi BSSID
sensor.22101316ug_wi_fi_ip_address | 22101316UG Wi-Fi IP address
sensor.22101316ug_wi_fi_link_speed | 22101316UG Wi-Fi link speed
binary_sensor.22101316ug_wi_fi_state | 22101316UG Wi-Fi state
sensor.22101316ug_wi_fi_frequency | 22101316UG Wi-Fi frequency
sensor.22101316ug_wi_fi_signal_strength | 22101316UG Wi-Fi signal strength
sensor.22101316ug_public_ip_address | 22101316UG Public IP address
binary_sensor.22101316ug_hotspot_state | 22101316UG Hotspot state
sensor.22101316ug_network_type | 22101316UG Network type
sensor.22101316ug_ipv6_addresses | 22101316UG IPv6 addresses
binary_sensor.22101316ug_nfc_state | 22101316UG NFC state
sensor.22101316ug_next_alarm | 22101316UG Next alarm
sensor.22101316ug_last_notification | 22101316UG Last notification
sensor.22101316ug_last_removed_notification | 22101316UG Last removed notification
sensor.22101316ug_active_notification_count | 22101316UG Active notification count
sensor.22101316ug_media_session | 22101316UG Media session
sensor.22101316ug_phone_state | 22101316UG Phone state
sensor.22101316ug_sim_1 | 22101316UG SIM 1
sensor.22101316ug_sim_2 | 22101316UG SIM 2
binary_sensor.22101316ug_interactive | 22101316UG Interactive
binary_sensor.22101316ug_doze_mode | 22101316UG Doze mode
binary_sensor.22101316ug_power_save | 22101316UG Power save
sensor.22101316ug_proximity_sensor | 22101316UG Proximity sensor
sensor.22101316ug_steps_sensor | 22101316UG Steps sensor
sensor.22101316ug_internal_storage | 22101316UG Internal storage
sensor.22101316ug_external_storage | 22101316UG External storage
sensor.22101316ug_current_time_zone | 22101316UG Current time zone
sensor.22101316ug_mobile_rx_gb | 22101316UG Mobile Rx GB
sensor.22101316ug_mobile_tx_gb | 22101316UG Mobile Tx GB
sensor.22101316ug_total_rx_gb | 22101316UG Total Rx GB
